"transition","site","Longitude","Latitude","long.scaled","long.center","season","tas"
"1908-1909","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"gs",13.2125
"1908-1909","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"ds",26.575
"1908-1909","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"gs",13.8875
"1908-1909","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"ds",24.1625
"1908-1909","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"gs",8.86875
"1909-1910","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"ds",24.3625
"1909-1910","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"gs",9.38125
"1909-1910","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"ds",26.5625
"1909-1910","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"gs",10.78125
"1909-1910","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"ds",27.5375
"1909-1910","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"gs",16.74375
"1909-1910","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"ds",27.6375
"1909-1910","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"gs",15.73125
"1909-1910","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"ds",29.1125
"1909-1910","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"gs",14.64375
"1909-1910","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"ds",28.525
"1909-1910","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"gs",16.75625
"1909-1910","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"ds",25.3375
"1909-1910","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"gs",11.28125
"1909-1910","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"ds",25.0125
"1909-1910","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"gs",8.2375
"1909-1910","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"ds",26.9375
"1909-1910","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"gs",15.00625
"1909-1910","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"ds",24.9875
"1909-1910","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"gs",9.14375
"1909-1910","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"ds",27.7125
"1909-1910","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"gs",15.9875
"1909-1910","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"ds",28.275
"1909-1910","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"gs",12.725
"1909-1910","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"ds",28.5875
"1909-1910","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"gs",13.2875
"1909-1910","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"ds",26.0625
"1909-1910","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"gs",9.1375
"1910-1911","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"ds",24.925
"1910-1911","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"gs",10.1375
"1910-1911","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"ds",26.475
"1910-1911","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"gs",11.7375
"1910-1911","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"ds",27.525
"1910-1911","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"gs",18.0875
"1910-1911","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"ds",28.5625
"1910-1911","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"gs",16.68125
"1910-1911","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"ds",29.3
"1910-1911","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"gs",15.875
"1910-1911","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"ds",28.95
"1910-1911","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"gs",17.94375
"1910-1911","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"ds",26.225
"1910-1911","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"gs",12.1375
"1910-1911","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"ds",24.725
"1910-1911","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"gs",8.9375
"1910-1911","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"ds",28.3125
"1910-1911","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"gs",15.83125
"1910-1911","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"ds",24.275
"1910-1911","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"gs",9.8375
"1910-1911","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"ds",27.7
"1910-1911","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"gs",17.3625
"1910-1911","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"ds",28.9
"1910-1911","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"gs",13.91875
